I,N, 13781409,36,,W,27,898304666,472732,9107,D,D127,F,B,6,2,3,194.3,,3,,B,L,10.19,1.33,UP,,1416440400000,41.36,-1.13,-2.25,31.17,19-NOV-2014:18:40:00,
I,N, 13781409,36,,W,27,898304666,472732,9107,D,D127,F,B,6,2,3,194.3,,3,,B,R,5.18,1.17,UP,,1416440400000,36.2,-1.4,-2.75,31.02,19-NOV-2014:18:40:00,
I,N, 13781409,36,,W,27,898304666,472732,9107,D,D127,F,B,6,2,3,194.3,,4,,A,L,4.2,1.13,UP,,1416440400000,36.91,-.22,-1.23,32.71,19-NOV-2014:18:40:00,
I,N, 13781409,36,,W,27,898304666,472732,9107,D,D127,F,B,6,2,3,194.3,,4,,A,R,12.31,1.37,UP,,1416440400000,45.68,.6,1.75,33.37,19-NOV-2014:18:40:00,
I,N, 13781409,36,,W,27,898304666,472732,9107,D,D127,F,B,6,2,3,194.3,,5,,A,L,2.18,1.07,UP,,1416440400000,34.16,-.7,-1.4,31.98,19-NOV-2014:18:40:00,
I,N, 13781409,36,,W,27,898304666,472732,9107,D,D127,F,B,6,2,3,194.3,,5,,A,R,3.83,1.11,UP,,1416440400000,37.75,.66,1.8,33.92,19-NOV-2014:18:40:00,
I,N, 13781409,36,,W,27,898304666,472732,9107,D,D127,F,B,6,2,3,194.3,,6,,A,L,4.38,1.13,UP,,1416440400000,37.18,-1.06,-2.1,32.8,19-NOV-2014:18:40:00,
I,N, 13781409,36,,W,27,898304666,472732,9107,D,D127,F,B,6,2,3,194.3,,6,,A,R,3.14,1.1,UP,,1416440400000,35.4,-1.71,-2.75,32.26,19-NOV-2014:18:40:00,
I,N, 13781407,158,,N,41,898304482,506948,9818,D,D127,F,F,6,2,1,212,,1,1,,L,9.23,1.24,UP,,1416446820000,47.7,-.63,-3.65,38.47,19-NOV-2014:20:27:00,
I,N, 13781407,158,,N,41,898304482,506948,9818,D,D127,F,F,6,2,1,212,,1,1,,R,5.96,1.17,UP,,1416446820000,40.45,-.38,-3.46,34.49,19-NOV-2014:20:27:00,
I,N, 13781407,158,,N,41,898304482,506948,9818,D,D127,F,F,6,2,1,212,,2,2,,L,5.74,1.15,UP,,1416446820000,43.45,-1.03,-3.66,37.71,19-NOV-2014:20:27:00,
I,N, 13781407,158,,N,41,898304482,506948,9818,D,D127,F,F,6,2,1,212,,2,2,,R,6.47,1.19,UP,,1416446820000,40.96,.15,2.55,34.49,19-NOV-2014:20:27:00,
I,N, 13781407,158,,N,41,898304482,506948,9818,D,D127,F,F,6,2,1,212,,3,3,,L,4.02,1.11,UP,,1416446820000,39.4,.84,4.53,35.38,19-NOV-2014:20:27:00,
I,N, 13781407,158,,N,41,898304482,506948,9818,D,D127,F,F,6,2,1,212,,3,3,,R,15.28,1.45,UP,,1416446820000,49.07,-.64,-2.01,33.79,19-NOV-2014:20:27:00,
I,N, 13781407,158,,N,41,898304482,506948,9818,D,D127,F,F,6,2,1,212,,4,4,,L,5.4,1.15,UP,,1416446820000,41.3,-1.42,-3.05,35.9,19-NOV-2014:20:27:00,
I,N, 13781407,158,,N,41,898304482,506948,9818,D,D127,F,F,6,2,1,212,,4,4,,R,14.74,1.41,UP,,1416446820000,50.64,.07,-1.86,35.9,19-NOV-2014:20:27:00,
I,N, 13781407,158,,N,41,898304482,506948,9818,D,D127,F,F,6,2,1,212,,5,5,,L,7.15,1.2,UP,,1416446820000,43.06,-2.03,-4.14,35.91,19-NOV-2014:20:27:00,
I,N, 13781407,158,,N,41,898304482,506948,9818,D,D127,F,F,6,2,1,212,,5,5,,R,14.35,1.4,UP,,1416446820000,49.94,.91,2.55,35.59,19-NOV-2014:20:27:00,
I,N, 13781407,158,,N,41,898304482,506948,9818,D,D127,F,F,6,2,1,212,,6,6,,L,7.38,1.22,UP,,1416446820000,40.69,-.78,-1.87,33.31,19-NOV-2014:20:27:00,
I,N, 13781407,158,,N,41,898304482,506948,9818,D,D127,F,F,6,2,1,212,,6,6,,R,7.43,1.22,UP,,1416446820000,41.39,-.28,-3.34,33.96,19-NOV-2014:20:27:00,
I,N, 13781387,85,,E,56,898303119,510535,8092,D,D127,F,R,6,2,30,217,,1,240,,L,15.87,1.43,UP,,1416446580000,52.74,-.56,-2.28,36.87,19-NOV-2014:20:23:00,
I,N, 13781387,85,,E,56,898303119,510535,8092,D,D127,F,R,6,2,30,217,,1,240,,R,13.85,1.39,UP,,1416446580000,48.93,-2.06,-4.09,35.08,19-NOV-2014:20:23:00,
I,N, 13781387,85,,E,56,898303119,510535,8092,D,D127,F,R,6,2,30,217,,2,239,,L,17.94,1.48,UP,,1416446580000,55.61,-.67,-1.81,37.67,19-NOV-2014:20:23:00,
I,N, 13781387,85,,E,56,898303119,510535,8092,D,D127,F,R,6,2,30,217,,2,239,,R,16.77,1.45,UP,,1416446580000,53.93,-1.08,-2.13,37.16,19-NOV-2014:20:23:00,
I,N, 13781387,85,,E,56,898303119,510535,8092,D,D127,F,R,6,2,30,217,,3,238,,L,10.27,1.29,UP,,1416446580000,45.57,-.35,2.69,35.3,19-NOV-2014:20:23:00,
